train start... 
steps: 2475, episodes: 100, mean episode reward: -1342.799, reward: -32.011, time: 5.142, TD error: 35.117, c_model: 17.792, actorQ: 1.276, a_model: 1.287
steps: 437475, episodes: 17500, mean episode reward: -1421.413, reward: -36.912, time: 5.291, TD error: 18.138, c_model: 9.263, actorQ: 10.755, a_model: 0.336
steps: 439975, episodes: 17600, mean episode reward: -1358.827, reward: -36.016, time: 5.227, TD error: 18.092, c_model: 9.24, actorQ: 10.805, a_model: 0.335
steps: 442475, episodes: 17700, mean episode reward: -1309.641, reward: -34.695, time: 5.254, TD error: 18.045, c_model: 9.216, actorQ: 10.852, a_model: 0.333
steps: 444975, episodes: 17800, mean episode reward: -1343.073, reward: -35.503, time: 5.229, TD error: 17.996, c_model: 9.191, actorQ: 10.898, a_model: 0.332
steps: 447475, episodes: 17900, mean episode reward: -1288.449, reward: -33.876, time: 5.26, TD error: 17.949, c_model: 9.167, actorQ: 10.945, a_model: 0.331
steps: 449975, episodes: 18000, mean episode reward: -1238.616, reward: -32.748, time: 5.202, TD error: 17.898, c_model: 9.141, actorQ: 10.991, a_model: 0.33
steps: 452475, episodes: 18100, mean episode reward: -1246.495, reward: -32.981, time: 5.53, TD error: 17.838, c_model: 9.11, actorQ: 11.052, a_model: 0.328
steps: 454975, episodes: 18200, mean episode reward: -1308.697, reward: -34.372, time: 5.333, TD error: 17.791, c_model: 9.086, actorQ: 11.102, a_model: 0.327
steps: 457475, episodes: 18300, mean episode reward: -1352.157, reward: -35.642, time: 5.497, TD error: 17.741, c_model: 9.061, actorQ: 11.149, a_model: 0.326
steps: 459975, episodes: 18400, mean episode reward: -1311.061, reward: -34.338, time: 5.588, TD error: 17.693, c_model: 9.036, actorQ: 11.198, a_model: 0.325
steps: 462475, episodes: 18500, mean episode reward: -1316.08, reward: -34.615, time: 5.684, TD error: 17.646, c_model: 9.012, actorQ: 11.245, a_model: 0.324
steps: 464975, episodes: 18600, mean episode reward: -1378.48, reward: -36.172, time: 5.486, TD error: 17.594, c_model: 8.985, actorQ: 11.291, a_model: 0.323
steps: 467475, episodes: 18700, mean episode reward: -1411.264, reward: -37.017, time: 5.591, TD error: 17.535, c_model: 8.955, actorQ: 11.351, a_model: 0.321
steps: 469975, episodes: 18800, mean episode reward: -1354.393, reward: -35.922, time: 5.273, TD error: 17.492, c_model: 8.933, actorQ: 11.396, a_model: 0.32
steps: 472475, episodes: 18900, mean episode reward: -1441.718, reward: -37.598, time: 5.239, TD error: 17.444, c_model: 8.909, actorQ: 11.442, a_model: 0.319
steps: 474975, episodes: 19000, mean episode reward: -1437.76, reward: -37.356, time: 5.308, TD error: 17.397, c_model: 8.885, actorQ: 11.49, a_model: 0.318
steps: 477475, episodes: 19100, mean episode reward: -1355.313, reward: -35.736, time: 5.253, TD error: 17.356, c_model: 8.864, actorQ: 11.537, a_model: 0.317
steps: 479975, episodes: 19200, mean episode reward: -1398.358, reward: -36.526, time: 5.342, TD error: 17.313, c_model: 8.842, actorQ: 11.582, a_model: 0.316
steps: 482475, episodes: 19300, mean episode reward: -1364.625, reward: -35.982, time: 5.314, TD error: 17.259, c_model: 8.814, actorQ: 11.642, a_model: 0.315
steps: 484975, episodes: 19400, mean episode reward: -1356.133, reward: -35.716, time: 5.264, TD error: 17.216, c_model: 8.792, actorQ: 11.69, a_model: 0.314
steps: 487475, episodes: 19500, mean episode reward: -1337.232, reward: -34.957, time: 5.276, TD error: 17.172, c_model: 8.769, actorQ: 11.736, a_model: 0.313
steps: 489975, episodes: 19600, mean episode reward: -1421.972, reward: -36.862, time: 5.209, TD error: 17.131, c_model: 8.749, actorQ: 11.784, a_model: 0.312
steps: 492475, episodes: 19700, mean episode reward: -1330.902, reward: -35.254, time: 5.225, TD error: 17.09, c_model: 8.728, actorQ: 11.832, a_model: 0.311
steps: 494975, episodes: 19800, mean episode reward: -1339.057, reward: -35.473, time: 5.269, TD error: 17.049, c_model: 8.707, actorQ: 11.88, a_model: 0.31
steps: 497475, episodes: 19900, mean episode reward: -1347.875, reward: -34.546, time: 5.779, TD error: 16.996, c_model: 8.68, actorQ: 11.937, a_model: 0.308
steps: 499975, episodes: 20000, mean episode reward: -1232.216, reward: -30.414, time: 5.683, TD error: 16.957, c_model: 8.659, actorQ: 11.983, a_model: 0.307
steps: 502475, episodes: 20100, mean episode reward: -1188.009, reward: -28.658, time: 5.278, TD error: 16.918, c_model: 8.639, actorQ: 12.03, a_model: 0.307
steps: 504975, episodes: 20200, mean episode reward: -1078.688, reward: -24.637, time: 5.255, TD error: 16.879, c_model: 8.619, actorQ: 12.077, a_model: 0.306
steps: 507475, episodes: 20300, mean episode reward: -1047.641, reward: -22.129, time: 5.275, TD error: 16.839, c_model: 8.598, actorQ: 12.122, a_model: 0.305
steps: 509975, episodes: 20400, mean episode reward: -1050.156, reward: -22.292, time: 5.221, TD error: 16.792, c_model: 8.575, actorQ: 12.169, a_model: 0.304
steps: 512475, episodes: 20500, mean episode reward: -1078.888, reward: -22.43, time: 5.29, TD error: 16.739, c_model: 8.548, actorQ: 12.224, a_model: 0.302
steps: 514975, episodes: 20600, mean episode reward: -1017.61, reward: -20.681, time: 5.551, TD error: 16.701, c_model: 8.528, actorQ: 12.271, a_model: 0.302
steps: 517475, episodes: 20700, mean episode reward: -1024.416, reward: -21.334, time: 5.229, TD error: 16.663, c_model: 8.509, actorQ: 12.317, a_model: 0.301
steps: 519975, episodes: 20800, mean episode reward: -1078.46, reward: -23.765, time: 5.263, TD error: 16.624, c_model: 8.489, actorQ: 12.362, a_model: 0.3
steps: 522475, episodes: 20900, mean episode reward: -1026.665, reward: -21.344, time: 5.263, TD error: 16.585, c_model: 8.469, actorQ: 12.405, a_model: 0.299
steps: 524975, episodes: 21000, mean episode reward: -963.604, reward: -19.226, time: 5.237, TD error: 16.548, c_model: 8.45, actorQ: 12.45, a_model: 0.298
steps: 527475, episodes: 21100, mean episode reward: -942.261, reward: -18.125, time: 5.257, TD error: 16.502, c_model: 8.427, actorQ: 12.507, a_model: 0.297
steps: 529975, episodes: 21200, mean episode reward: -1065.055, reward: -23.03, time: 5.229, TD error: 16.464, c_model: 8.408, actorQ: 12.553, a_model: 0.296
steps: 532475, episodes: 21300, mean episode reward: -908.355, reward: -16.88, time: 5.215, TD error: 16.428, c_model: 8.389, actorQ: 12.599, a_model: 0.295
steps: 534975, episodes: 21400, mean episode reward: -960.04, reward: -18.076, time: 5.251, TD error: 16.391, c_model: 8.371, actorQ: 12.641, a_model: 0.294
steps: 537475, episodes: 21500, mean episode reward: -943.909, reward: -17.695, time: 5.258, TD error: 16.356, c_model: 8.353, actorQ: 12.684, a_model: 0.293
steps: 539975, episodes: 21600, mean episode reward: -935.226, reward: -17.808, time: 5.253, TD error: 16.32, c_model: 8.334, actorQ: 12.728, a_model: 0.292
steps: 542475, episodes: 21700, mean episode reward: -941.587, reward: -18.019, time: 5.297, TD error: 16.274, c_model: 8.311, actorQ: 12.782, a_model: 0.291
steps: 544975, episodes: 21800, mean episode reward: -1001.319, reward: -20.707, time: 5.267, TD error: 16.241, c_model: 8.294, actorQ: 12.828, a_model: 0.29
steps: 547475, episodes: 21900, mean episode reward: -1002.049, reward: -20.462, time: 5.287, TD error: 16.207, c_model: 8.277, actorQ: 12.873, a_model: 0.29
steps: 549975, episodes: 22000, mean episode reward: -1021.659, reward: -20.951, time: 5.254, TD error: 16.172, c_model: 8.259, actorQ: 12.915, a_model: 0.289
steps: 552475, episodes: 22100, mean episode reward: -1012.14, reward: -20.822, time: 5.251, TD error: 16.138, c_model: 8.242, actorQ: 12.958, a_model: 0.288
steps: 554975, episodes: 22200, mean episode reward: -1023.39, reward: -21.479, time: 5.228, TD error: 16.103, c_model: 8.225, actorQ: 13.003, a_model: 0.287
steps: 557475, episodes: 22300, mean episode reward: -1064.117, reward: -22.094, time: 5.27, TD error: 16.058, c_model: 8.202, actorQ: 13.058, a_model: 0.286
steps: 559975, episodes: 22400, mean episode reward: -1071.802, reward: -22.936, time: 5.225, TD error: 16.023, c_model: 8.184, actorQ: 13.102, a_model: 0.285
steps: 562475, episodes: 22500, mean episode reward: -1133.727, reward: -25.914, time: 5.215, TD error: 15.991, c_model: 8.168, actorQ: 13.146, a_model: 0.284
steps: 564975, episodes: 22600, mean episode reward: -1157.662, reward: -26.007, time: 5.215, TD error: 15.96, c_model: 8.153, actorQ: 13.189, a_model: 0.283
steps: 567475, episodes: 22700, mean episode reward: -1110.878, reward: -25.533, time: 5.228, TD error: 15.925, c_model: 8.135, actorQ: 13.231, a_model: 0.283
steps: 569975, episodes: 22800, mean episode reward: -1107.111, reward: -25.32, time: 5.264, TD error: 15.891, c_model: 8.118, actorQ: 13.277, a_model: 0.282
steps: 572475, episodes: 22900, mean episode reward: -1093.557, reward: -24.469, time: 5.274, TD error: 15.851, c_model: 8.098, actorQ: 13.332, a_model: 0.281
steps: 574975, episodes: 23000, mean episode reward: -1065.905, reward: -23.26, time: 5.228, TD error: 15.816, c_model: 8.08, actorQ: 13.376, a_model: 0.28
steps: 577475, episodes: 23100, mean episode reward: -1040.072, reward: -21.318, time: 5.218, TD error: 15.783, c_model: 8.063, actorQ: 13.419, a_model: 0.279
steps: 579975, episodes: 23200, mean episode reward: -1008.149, reward: -20.334, time: 5.226, TD error: 15.752, c_model: 8.047, actorQ: 13.462, a_model: 0.278
steps: 582475, episodes: 23300, mean episode reward: -939.431, reward: -18.872, time: 5.232, TD error: 15.719, c_model: 8.031, actorQ: 13.507, a_model: 0.278
steps: 584975, episodes: 23400, mean episode reward: -954.544, reward: -18.528, time: 5.267, TD error: 15.687, c_model: 8.015, actorQ: 13.55, a_model: 0.277
steps: 587475, episodes: 23500, mean episode reward: -927.668, reward: -17.111, time: 5.307, TD error: 15.647, c_model: 7.995, actorQ: 13.605, a_model: 0.276
steps: 589975, episodes: 23600, mean episode reward: -897.063, reward: -15.863, time: 5.27, TD error: 15.617, c_model: 7.98, actorQ: 13.648, a_model: 0.275
steps: 592475, episodes: 23700, mean episode reward: -883.47, reward: -15.052, time: 5.223, TD error: 15.586, c_model: 7.964, actorQ: 13.691, a_model: 0.274
steps: 594975, episodes: 23800, mean episode reward: -858.314, reward: -14.635, time: 5.249, TD error: 15.552, c_model: 7.947, actorQ: 13.732, a_model: 0.274
steps: 597475, episodes: 23900, mean episode reward: -864.747, reward: -14.887, time: 5.338, TD error: 15.522, c_model: 7.931, actorQ: 13.779, a_model: 0.273
steps: 599975, episodes: 24000, mean episode reward: -813.357, reward: -13.775, time: 5.229, TD error: 15.488, c_model: 7.915, actorQ: 13.82, a_model: 0.272
steps: 602475, episodes: 24100, mean episode reward: -834.172, reward: -13.576, time: 5.268, TD error: 15.392, c_model: 7.866, actorQ: 13.908, a_model: 0.268
steps: 604975, episodes: 24200, mean episode reward: -813.107, reward: -12.801, time: 5.217, TD error: 15.286, c_model: 7.813, actorQ: 14.001, a_model: 0.264
steps: 607475, episodes: 24300, mean episode reward: -792.991, reward: -12.35, time: 5.26, TD error: 15.179, c_model: 7.759, actorQ: 14.097, a_model: 0.259
steps: 609975, episodes: 24400, mean episode reward: -774.751, reward: -11.691, time: 5.245, TD error: 15.074, c_model: 7.706, actorQ: 14.19, a_model: 0.254
steps: 612475, episodes: 24500, mean episode reward: -799.76, reward: -12.527, time: 5.215, TD error: 14.966, c_model: 7.652, actorQ: 14.282, a_model: 0.25
steps: 614975, episodes: 24600, mean episode reward: -791.264, reward: -12.162, time: 5.222, TD error: 14.858, c_model: 7.597, actorQ: 14.374, a_model: 0.245
steps: 617475, episodes: 24700, mean episode reward: -778.975, reward: -11.838, time: 5.275, TD error: 14.727, c_model: 7.532, actorQ: 14.493, a_model: 0.239
steps: 619975, episodes: 24800, mean episode reward: -759.678, reward: -11.386, time: 5.215, TD error: 14.622, c_model: 7.479, actorQ: 14.585, a_model: 0.235
steps: 622475, episodes: 24900, mean episode reward: -769.042, reward: -11.709, time: 5.211, TD error: 14.525, c_model: 7.429, actorQ: 14.677, a_model: 0.231
steps: 624975, episodes: 25000, mean episode reward: -741.896, reward: -10.91, time: 5.236, TD error: 14.423, c_model: 7.378, actorQ: 14.768, a_model: 0.227
steps: 627475, episodes: 25100, mean episode reward: -747.758, reward: -11.293, time: 5.245, TD error: 14.328, c_model: 7.329, actorQ: 14.86, a_model: 0.223
steps: 629975, episodes: 25200, mean episode reward: -728.503, reward: -11.253, time: 5.228, TD error: 14.236, c_model: 7.283, actorQ: 14.95, a_model: 0.219
steps: 632475, episodes: 25300, mean episode reward: -764.833, reward: -11.864, time: 5.295, TD error: 14.128, c_model: 7.228, actorQ: 15.059, a_model: 0.214
steps: 634975, episodes: 25400, mean episode reward: -775.441, reward: -12.501, time: 5.227, TD error: 14.04, c_model: 7.183, actorQ: 15.145, a_model: 0.211
steps: 637475, episodes: 25500, mean episode reward: -746.638, reward: -11.868, time: 5.586, TD error: 13.951, c_model: 7.137, actorQ: 15.232, a_model: 0.207
steps: 639975, episodes: 25600, mean episode reward: -763.992, reward: -12.265, time: 5.222, TD error: 13.866, c_model: 7.093, actorQ: 15.319, a_model: 0.204
steps: 642475, episodes: 25700, mean episode reward: -739.818, reward: -12.018, time: 5.401, TD error: 13.787, c_model: 7.052, actorQ: 15.406, a_model: 0.2
steps: 644975, episodes: 25800, mean episode reward: -760.67, reward: -12.346, time: 5.77, TD error: 13.7, c_model: 7.008, actorQ: 15.493, a_model: 0.197
steps: 647475, episodes: 25900, mean episode reward: -765.983, reward: -12.068, time: 5.565, TD error: 13.606, c_model: 6.959, actorQ: 15.6, a_model: 0.193
steps: 649975, episodes: 26000, mean episode reward: -767.612, reward: -11.936, time: 5.261, TD error: 13.542, c_model: 6.926, actorQ: 15.688, a_model: 0.191
steps: 652475, episodes: 26100, mean episode reward: -768.654, reward: -12.021, time: 5.223, TD error: 13.478, c_model: 6.892, actorQ: 15.775, a_model: 0.188
steps: 654975, episodes: 26200, mean episode reward: -740.462, reward: -11.619, time: 5.201, TD error: 13.407, c_model: 6.856, actorQ: 15.862, a_model: 0.185
steps: 657475, episodes: 26300, mean episode reward: -765.901, reward: -11.882, time: 5.234, TD error: 13.346, c_model: 6.824, actorQ: 15.949, a_model: 0.183
steps: 659975, episodes: 26400, mean episode reward: -782.124, reward: -11.759, time: 5.232, TD error: 13.29, c_model: 6.795, actorQ: 16.034, a_model: 0.18
steps: 662475, episodes: 26500, mean episode reward: -806.815, reward: -12.557, time: 5.254, TD error: 13.213, c_model: 6.755, actorQ: 16.14, a_model: 0.178
steps: 664975, episodes: 26600, mean episode reward: -789.751, reward: -11.885, time: 5.278, TD error: 13.158, c_model: 6.726, actorQ: 16.226, a_model: 0.176
steps: 667475, episodes: 26700, mean episode reward: -741.02, reward: -11.102, time: 5.235, TD error: 13.105, c_model: 6.698, actorQ: 16.312, a_model: 0.174
steps: 669975, episodes: 26800, mean episode reward: -762.79, reward: -11.291, time: 5.231, TD error: 13.052, c_model: 6.671, actorQ: 16.4, a_model: 0.172
steps: 672475, episodes: 26900, mean episode reward: -761.57, reward: -11.165, time: 5.235, TD error: 12.998, c_model: 6.642, actorQ: 16.486, a_model: 0.17
steps: 674975, episodes: 27000, mean episode reward: -759.47, reward: -11.351, time: 5.185, TD error: 12.941, c_model: 6.613, actorQ: 16.57, a_model: 0.168
steps: 677475, episodes: 27100, mean episode reward: -773.176, reward: -11.629, time: 5.258, TD error: 12.875, c_model: 6.578, actorQ: 16.675, a_model: 0.166
steps: 679975, episodes: 27200, mean episode reward: -753.137, reward: -11.393, time: 5.216, TD error: 12.823, c_model: 6.551, actorQ: 16.759, a_model: 0.164
steps: 682475, episodes: 27300, mean episode reward: -768.046, reward: -11.436, time: 5.22, TD error: 12.775, c_model: 6.526, actorQ: 16.841, a_model: 0.163
steps: 684975, episodes: 27400, mean episode reward: -745.722, reward: -10.781, time: 5.248, TD error: 12.725, c_model: 6.499, actorQ: 16.925, a_model: 0.161
steps: 687475, episodes: 27500, mean episode reward: -745.934, reward: -10.782, time: 5.263, TD error: 12.672, c_model: 6.472, actorQ: 17.009, a_model: 0.159
steps: 689975, episodes: 27600, mean episode reward: -737.614, reward: -10.877, time: 5.237, TD error: 12.624, c_model: 6.447, actorQ: 17.092, a_model: 0.158
steps: 692475, episodes: 27700, mean episode reward: -730.001, reward: -10.894, time: 5.27, TD error: 12.562, c_model: 6.414, actorQ: 17.198, a_model: 0.156
steps: 694975, episodes: 27800, mean episode reward: -752.549, reward: -10.852, time: 5.228, TD error: 12.506, c_model: 6.385, actorQ: 17.279, a_model: 0.155
steps: 697475, episodes: 27900, mean episode reward: -753.351, reward: -11.087, time: 5.237, TD error: 12.457, c_model: 6.36, actorQ: 17.361, a_model: 0.153
steps: 699975, episodes: 28000, mean episode reward: -763.177, reward: -11.475, time: 5.196, TD error: 12.411, c_model: 6.335, actorQ: 17.446, a_model: 0.152
steps: 702475, episodes: 28100, mean episode reward: -739.835, reward: -10.673, time: 5.239, TD error: 12.362, c_model: 6.309, actorQ: 17.53, a_model: 0.15
steps: 704975, episodes: 28200, mean episode reward: -717.672, reward: -10.763, time: 5.225, TD error: 12.308, c_model: 6.281, actorQ: 17.612, a_model: 0.149
steps: 707475, episodes: 28300, mean episode reward: -726.987, reward: -10.704, time: 5.238, TD error: 12.243, c_model: 6.248, actorQ: 17.709, a_model: 0.147
steps: 709975, episodes: 28400, mean episode reward: -732.79, reward: -11.128, time: 5.235, TD error: 12.193, c_model: 6.221, actorQ: 17.792, a_model: 0.146
steps: 712475, episodes: 28500, mean episode reward: -725.776, reward: -11.068, time: 5.329, TD error: 12.15, c_model: 6.199, actorQ: 17.875, a_model: 0.145
steps: 714975, episodes: 28600, mean episode reward: -748.181, reward: -11.733, time: 5.231, TD error: 12.098, c_model: 6.171, actorQ: 17.953, a_model: 0.143
steps: 717475, episodes: 28700, mean episode reward: -766.56, reward: -12.416, time: 5.247, TD error: 12.048, c_model: 6.146, actorQ: 18.037, a_model: 0.142
steps: 719975, episodes: 28800, mean episode reward: -785.133, reward: -12.992, time: 5.243, TD error: 12.0, c_model: 6.121, actorQ: 18.12, a_model: 0.141
steps: 722475, episodes: 28900, mean episode reward: -779.525, reward: -13.134, time: 5.277, TD error: 11.943, c_model: 6.09, actorQ: 18.218, a_model: 0.139
steps: 724975, episodes: 29000, mean episode reward: -800.611, reward: -13.498, time: 5.216, TD error: 11.888, c_model: 6.062, actorQ: 18.296, a_model: 0.138
steps: 727475, episodes: 29100, mean episode reward: -805.231, reward: -13.559, time: 5.216, TD error: 11.842, c_model: 6.038, actorQ: 18.377, a_model: 0.137
steps: 729975, episodes: 29200, mean episode reward: -813.147, reward: -13.639, time: 5.205, TD error: 11.8, c_model: 6.016, actorQ: 18.458, a_model: 0.136
steps: 732475, episodes: 29300, mean episode reward: -781.076, reward: -12.764, time: 5.234, TD error: 11.745, c_model: 5.987, actorQ: 18.535, a_model: 0.135
steps: 734975, episodes: 29400, mean episode reward: -761.327, reward: -12.399, time: 5.256, TD error: 11.695, c_model: 5.962, actorQ: 18.613, a_model: 0.134
steps: 737475, episodes: 29500, mean episode reward: -767.116, reward: -12.668, time: 5.262, TD error: 11.632, c_model: 5.929, actorQ: 18.711, a_model: 0.132
steps: 739975, episodes: 29600, mean episode reward: -772.671, reward: -12.917, time: 5.237, TD error: 11.582, c_model: 5.903, actorQ: 18.793, a_model: 0.131
steps: 742475, episodes: 29700, mean episode reward: -790.461, reward: -13.583, time: 5.227, TD error: 11.54, c_model: 5.881, actorQ: 18.873, a_model: 0.13
steps: 744975, episodes: 29800, mean episode reward: -753.524, reward: -12.432, time: 5.241, TD error: 11.5, c_model: 5.86, actorQ: 18.953, a_model: 0.129
steps: 747475, episodes: 29900, mean episode reward: -728.061, reward: -11.944, time: 5.211, TD error: 11.457, c_model: 5.838, actorQ: 19.031, a_model: 0.128
steps: 749975, episodes: 30000, mean episode reward: -738.399, reward: -11.869, time: 5.223, TD error: 11.414, c_model: 5.816, actorQ: 19.109, a_model: 0.127
steps: 752475, episodes: 30100, mean episode reward: -751.352, reward: -12.076, time: 5.28, TD error: 11.361, c_model: 5.788, actorQ: 19.204, a_model: 0.126
steps: 754975, episodes: 30200, mean episode reward: -732.046, reward: -12.036, time: 5.242, TD error: 11.318, c_model: 5.765, actorQ: 19.282, a_model: 0.125
steps: 757475, episodes: 30300, mean episode reward: -734.187, reward: -12.074, time: 5.218, TD error: 11.277, c_model: 5.745, actorQ: 19.363, a_model: 0.124
steps: 759975, episodes: 30400, mean episode reward: -757.919, reward: -12.162, time: 5.274, TD error: 11.233, c_model: 5.722, actorQ: 19.44, a_model: 0.123
steps: 762475, episodes: 30500, mean episode reward: -745.545, reward: -12.054, time: 5.239, TD error: 11.191, c_model: 5.7, actorQ: 19.514, a_model: 0.122
steps: 764975, episodes: 30600, mean episode reward: -762.682, reward: -12.426, time: 5.195, TD error: 11.145, c_model: 5.676, actorQ: 19.59, a_model: 0.121
steps: 767475, episodes: 30700, mean episode reward: -763.161, reward: -12.435, time: 5.289, TD error: 11.094, c_model: 5.65, actorQ: 19.681, a_model: 0.12
steps: 769975, episodes: 30800, mean episode reward: -746.614, reward: -12.21, time: 5.264, TD error: 11.055, c_model: 5.63, actorQ: 19.755, a_model: 0.119
steps: 772475, episodes: 30900, mean episode reward: -745.075, reward: -12.408, time: 5.238, TD error: 11.01, c_model: 5.607, actorQ: 19.829, a_model: 0.118
steps: 774975, episodes: 31000, mean episode reward: -752.002, reward: -12.171, time: 5.215, TD error: 10.971, c_model: 5.587, actorQ: 19.906, a_model: 0.118
steps: 777475, episodes: 31100, mean episode reward: -722.222, reward: -11.816, time: 5.67, TD error: 10.933, c_model: 5.568, actorQ: 19.98, a_model: 0.117
steps: 779975, episodes: 31200, mean episode reward: -722.398, reward: -11.375, time: 5.243, TD error: 10.896, c_model: 5.549, actorQ: 20.055, a_model: 0.116
steps: 782475, episodes: 31300, mean episode reward: -745.827, reward: -11.908, time: 5.244, TD error: 10.849, c_model: 5.525, actorQ: 20.15, a_model: 0.115
steps: 784975, episodes: 31400, mean episode reward: -737.364, reward: -11.599, time: 5.205, TD error: 10.811, c_model: 5.506, actorQ: 20.225, a_model: 0.114
steps: 787475, episodes: 31500, mean episode reward: -750.171, reward: -12.221, time: 5.249, TD error: 10.77, c_model: 5.485, actorQ: 20.299, a_model: 0.114
steps: 789975, episodes: 31600, mean episode reward: -741.884, reward: -12.125, time: 5.466, TD error: 10.732, c_model: 5.466, actorQ: 20.371, a_model: 0.113
steps: 792475, episodes: 31700, mean episode reward: -741.476, reward: -11.928, time: 5.848, TD error: 10.699, c_model: 5.449, actorQ: 20.443, a_model: 0.112
steps: 794975, episodes: 31800, mean episode reward: -757.085, reward: -12.128, time: 5.839, TD error: 10.659, c_model: 5.429, actorQ: 20.511, a_model: 0.112
steps: 797475, episodes: 31900, mean episode reward: -755.679, reward: -12.275, time: 5.361, TD error: 10.616, c_model: 5.407, actorQ: 20.601, a_model: 0.111
steps: 799975, episodes: 32000, mean episode reward: -757.678, reward: -12.301, time: 5.259, TD error: 10.581, c_model: 5.39, actorQ: 20.672, a_model: 0.11
steps: 802475, episodes: 32100, mean episode reward: -753.393, reward: -12.023, time: 5.263, TD error: 10.541, c_model: 5.37, actorQ: 20.742, a_model: 0.11
steps: 804975, episodes: 32200, mean episode reward: -762.44, reward: -12.447, time: 5.239, TD error: 10.501, c_model: 5.35, actorQ: 20.813, a_model: 0.109
steps: 807475, episodes: 32300, mean episode reward: -750.165, reward: -12.029, time: 5.266, TD error: 10.469, c_model: 5.334, actorQ: 20.883, a_model: 0.108
steps: 809975, episodes: 32400, mean episode reward: -789.472, reward: -13.0, time: 5.235, TD error: 10.434, c_model: 5.316, actorQ: 20.952, a_model: 0.108
steps: 812475, episodes: 32500, mean episode reward: -753.471, reward: -12.182, time: 5.302, TD error: 10.395, c_model: 5.297, actorQ: 21.042, a_model: 0.107
steps: 814975, episodes: 32600, mean episode reward: -762.277, reward: -12.328, time: 5.24, TD error: 10.36, c_model: 5.279, actorQ: 21.114, a_model: 0.107
steps: 817475, episodes: 32700, mean episode reward: -748.789, reward: -12.1, time: 5.273, TD error: 10.329, c_model: 5.264, actorQ: 21.182, a_model: 0.106
steps: 819975, episodes: 32800, mean episode reward: -775.44, reward: -12.56, time: 5.268, TD error: 10.303, c_model: 5.251, actorQ: 21.254, a_model: 0.106
steps: 822475, episodes: 32900, mean episode reward: -755.455, reward: -12.494, time: 5.293, TD error: 10.267, c_model: 5.233, actorQ: 21.322, a_model: 0.105
steps: 824975, episodes: 33000, mean episode reward: -780.341, reward: -12.535, time: 5.236, TD error: 10.232, c_model: 5.216, actorQ: 21.39, a_model: 0.105
steps: 827475, episodes: 33100, mean episode reward: -789.361, reward: -12.778, time: 5.272, TD error: 10.195, c_model: 5.198, actorQ: 21.476, a_model: 0.104
steps: 829975, episodes: 33200, mean episode reward: -803.441, reward: -12.807, time: 5.227, TD error: 10.16, c_model: 5.181, actorQ: 21.545, a_model: 0.104
steps: 832475, episodes: 33300, mean episode reward: -799.314, reward: -13.009, time: 5.249, TD error: 10.13, c_model: 5.166, actorQ: 21.613, a_model: 0.103
steps: 834975, episodes: 33400, mean episode reward: -803.292, reward: -12.889, time: 5.245, TD error: 10.094, c_model: 5.148, actorQ: 21.681, a_model: 0.103
steps: 837475, episodes: 33500, mean episode reward: -790.32, reward: -12.902, time: 5.258, TD error: 10.062, c_model: 5.133, actorQ: 21.745, a_model: 0.102
steps: 839975, episodes: 33600, mean episode reward: -751.024, reward: -12.22, time: 5.226, TD error: 10.029, c_model: 5.117, actorQ: 21.81, a_model: 0.102
steps: 842475, episodes: 33700, mean episode reward: -753.091, reward: -12.26, time: 5.276, TD error: 9.993, c_model: 5.099, actorQ: 21.891, a_model: 0.101
steps: 844975, episodes: 33800, mean episode reward: -715.873, reward: -11.827, time: 5.263, TD error: 9.961, c_model: 5.083, actorQ: 21.957, a_model: 0.101
steps: 847475, episodes: 33900, mean episode reward: -717.968, reward: -11.475, time: 5.27, TD error: 9.93, c_model: 5.069, actorQ: 22.022, a_model: 0.101
steps: 849975, episodes: 34000, mean episode reward: -714.281, reward: -11.259, time: 5.253, TD error: 9.898, c_model: 5.053, actorQ: 22.085, a_model: 0.1
steps: 852475, episodes: 34100, mean episode reward: -701.516, reward: -10.684, time: 5.257, TD error: 9.871, c_model: 5.04, actorQ: 22.147, a_model: 0.1
steps: 854975, episodes: 34200, mean episode reward: -695.019, reward: -10.622, time: 5.295, TD error: 9.842, c_model: 5.025, actorQ: 22.211, a_model: 0.099
steps: 857475, episodes: 34300, mean episode reward: -695.59, reward: -10.819, time: 5.287, TD error: 9.8, c_model: 5.005, actorQ: 22.285, a_model: 0.099
steps: 859975, episodes: 34400, mean episode reward: -703.524, reward: -10.923, time: 5.25, TD error: 9.765, c_model: 4.988, actorQ: 22.346, a_model: 0.099
steps: 862475, episodes: 34500, mean episode reward: -693.607, reward: -10.159, time: 5.283, TD error: 9.73, c_model: 4.971, actorQ: 22.406, a_model: 0.098
steps: 864975, episodes: 34600, mean episode reward: -688.626, reward: -10.158, time: 5.329, TD error: 9.697, c_model: 4.956, actorQ: 22.469, a_model: 0.098
steps: 867475, episodes: 34700, mean episode reward: -698.014, reward: -10.329, time: 5.211, TD error: 9.667, c_model: 4.942, actorQ: 22.533, a_model: 0.098
steps: 869975, episodes: 34800, mean episode reward: -665.975, reward: -9.405, time: 5.266, TD error: 9.636, c_model: 4.927, actorQ: 22.592, a_model: 0.097
steps: 872475, episodes: 34900, mean episode reward: -672.937, reward: -9.518, time: 5.274, TD error: 9.602, c_model: 4.911, actorQ: 22.668, a_model: 0.097
